DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
201708022;04/01/2020 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201710246;06/21/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201713818;09/30/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201716609;12/24/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201700531;01/13/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201714200;10/10/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201715108;11/04/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211704927;01/26/2021 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201705762;02/10/2020 12:00:00 AM;Devonshire ;THEFT, PERSON                                           
211704094;12/25/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201709946;06/12/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201712063;08/10/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201713844;09/30/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201711222;07/18/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201716453;12/19/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201704833;01/21/2020 12:00:00 AM;Devonshire ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201712950;09/06/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
211704978;01/26/2021 12:00:00 AM;Devonshire ;BATTERY WITH SEXUAL CONTACT                             
201712845;09/02/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211705038;01/27/2021 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201715304;11/12/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201711670;07/27/2020 12:00:00 AM;Devonshire ;DOCUMENT FORGERY / STOLEN FELONY                        
201713285;09/14/2020 12:00:00 AM;Devonshire ;VIOLATION OF COURT ORDER                                
201716270;12/15/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201711208;07/17/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201704008;01/01/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201712953;09/06/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201706634;03/01/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201705016;01/27/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201708760;05/03/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201709058;05/06/2020 12:00:00 AM;Devonshire ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201712913;08/20/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201712140;08/12/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211704360;10/11/2020 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201714238;10/13/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201700829;10/01/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201706732;03/03/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201708041;04/03/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201715519;11/18/2020 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201713359;09/16/2020 12:00:00 AM;Devonshire ;BATTERY POLICE (SIMPLE)                                 
201709264;05/19/2020 12:00:00 AM;Devonshire ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201709611;06/01/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201708525;04/26/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201709722;06/03/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201707558;03/19/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201711083;07/14/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201700539;01/19/2020 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201713390;09/18/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201712702;08/28/2020 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201716774;12/25/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201709653;06/02/2020 12:00:00 AM;Devonshire ;BATTERY WITH SEXUAL CONTACT                             
201709824;06/07/2020 12:00:00 AM;Devonshire ;TRESPASSING                                             
201716426;12/18/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201715188;11/09/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201707638;03/23/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201712473;08/23/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201707261;03/11/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201715442;11/17/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201704450;01/10/2020 12:00:00 AM;Devonshire ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201708452;04/23/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201707933;04/03/2020 12:00:00 AM;Devonshire ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201715940;11/30/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201715339;11/13/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201707415;03/14/2020 12:00:00 AM;Devonshire ;DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01    
201704837;01/21/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201713349;09/16/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201709735;06/04/2020 12:00:00 AM;Devonshire ;EXTORTION                                               
201711602;07/27/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201714736;10/27/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201713578;09/22/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201708450;04/19/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201708206;04/14/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
211704768;12/19/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201715479;11/16/2020 12:00:00 AM;Devonshire ;INDECENT EXPOSURE                                       
201705677;02/09/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201712465;08/24/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201716515;12/22/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201713373;09/18/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201706491;02/26/2020 12:00:00 AM;Devonshire ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201705663;02/08/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201713802;09/30/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201708370;04/18/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201707422;03/14/2020 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201714218;10/12/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201705345;02/03/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201708514;04/25/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201713721;09/28/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201709143;05/15/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201710542;06/07/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201711517;07/25/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211704725;12/11/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201713150;09/11/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211704483;11/25/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201706135;02/17/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201708200;04/14/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201713592;09/24/2020 12:00:00 AM;Devonshire ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
201707229;03/11/2020 12:00:00 AM;Devonshire ;TRESPASSING                                             
201710016;06/14/2020 12:00:00 AM;Devonshire ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201705854;02/12/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201707306;03/13/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201707523;03/14/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201710199;06/20/2020 12:00:00 AM;Devonshire ;TRESPASSING                                             
201709103;05/15/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211704032;01/01/2021 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201709656;06/02/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201714566;10/23/2020 12:00:00 AM;Devonshire ;TRESPASSING                                             
201716026;12/04/2020 12:00:00 AM;Devonshire ;OTHER ASSAULT                                           
201710862;07/07/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201710582;06/30/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201712553;08/25/2020 12:00:00 AM;Devonshire ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
201715913;12/03/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201715130;11/08/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201712067;08/11/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201704978;01/25/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201711715;07/30/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201711366;07/22/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201705810;02/11/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201705056;01/27/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201704720;01/19/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201713080;09/10/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
211709595;06/07/2021 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
211704400;11/01/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201704042;01/01/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201706880;03/04/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201706201;02/19/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201712597;08/26/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201709417;05/23/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201705401;02/04/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201712603;08/27/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201709156;05/17/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201707909;04/02/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201706315;02/23/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201707233;03/11/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201710595;06/30/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201713369;09/17/2020 12:00:00 AM;Devonshire ;EXTORTION                                               
201706178;02/19/2020 12:00:00 AM;Devonshire ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
201711279;07/18/2020 12:00:00 AM;Devonshire ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
201704984;01/25/2020 12:00:00 AM;Devonshire ;ATTEMPTED ROBBERY                                       
201714881;10/30/2020 12:00:00 AM;Devonshire ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
201705221;01/29/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201707258;03/11/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201710601;06/18/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201714169;10/11/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201704365;01/02/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201708884;05/07/2020 12:00:00 AM;Devonshire ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
201705746;02/10/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201708742;05/02/2020 12:00:00 AM;Devonshire ;RAPE, FORCIBLE                                          
201710450;06/27/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201711484;07/23/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201715426;11/16/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201709183;05/16/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201708209;04/15/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
211706887;03/23/2021 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
211712769;09/15/2021 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201709800;06/08/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201709238;05/19/2020 12:00:00 AM;Devonshire ;BUNCO, PETTY THEFT                                      
201712628;08/27/2020 12:00:00 AM;Devonshire ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
201707817;03/30/2020 12:00:00 AM;Devonshire ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201705258;01/31/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201707417;03/16/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201706280;02/22/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
211716180;12/15/2021 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201705650;02/08/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201704618;01/13/2020 12:00:00 AM;Devonshire ;VIOLATION OF RESTRAINING ORDER                          
201711912;08/05/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201700743;07/05/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201716102;12/07/2020 12:00:00 AM;Devonshire ;DOCUMENT FORGERY / STOLEN FELONY                        
201704703;01/17/2020 12:00:00 AM;Devonshire ;BURGLARY, ATTEMPTED                                     
201707161;03/09/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201708964;05/11/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201710763;07/03/2020 12:00:00 AM;Devonshire ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201713079;09/09/2020 12:00:00 AM;Devonshire ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
201709272;05/20/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201700852;10/14/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201713874;10/02/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211706173;03/04/2021 12:00:00 AM;Devonshire ;BUNCO, GRAND THEFT                                      
201710498;05/27/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201706666;03/02/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201712696;08/27/2020 12:00:00 AM;Devonshire ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
211704655;01/19/2021 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201716003;12/04/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201712093;08/11/2020 12:00:00 AM;Devonshire ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201700568;02/04/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201713196;09/13/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201704261;01/06/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201712707;08/30/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201705050;01/28/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201713113;09/11/2020 12:00:00 AM;Devonshire ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201709493;05/27/2020 12:00:00 AM;Devonshire ;TRESPASSING                                             
201711311;07/20/2020 12:00:00 AM;Devonshire ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201707189;03/09/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201707414;03/16/2020 12:00:00 AM;Devonshire ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201713815;09/14/2020 12:00:00 AM;Devonshire ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201707725;03/26/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201711746;07/30/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201708175;04/14/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201714465;10/21/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201711262;07/17/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201707041;03/08/2020 12:00:00 AM;Devonshire ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201704020;01/01/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201707525;03/14/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201712464;08/21/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201700638;03/30/2020 12:00:00 AM;Devonshire ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201716648;12/26/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201715060;11/04/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201704756;01/20/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201709423;05/24/2020 12:00:00 AM;Devonshire ;RAPE, FORCIBLE                                          
201705043;01/27/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201709687;06/03/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201708688;04/30/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201715760;11/26/2020 12:00:00 AM;Devonshire ;BURGLARY, ATTEMPTED                                     
201715431;11/13/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201707391;03/16/2020 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201712279;08/18/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201713863;10/01/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201712125;08/12/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201705005;01/25/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201714493;10/20/2020 12:00:00 AM;Devonshire ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201705411;02/04/2020 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201715813;11/29/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201713268;09/15/2020 12:00:00 AM;Devonshire ;OTHER ASSAULT                                           
201708387;04/18/2020 12:00:00 AM;Devonshire ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             
201714916;11/01/2020 12:00:00 AM;Devonshire ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
201713608;09/20/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201705511;02/05/2020 12:00:00 AM;Devonshire ;BURGLARY, ATTEMPTED                                     
201708736;05/01/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201710343;06/23/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201709434;05/24/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201712982;09/07/2020 12:00:00 AM;Devonshire ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201712283;08/13/2020 12:00:00 AM;Devonshire ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             
211704573;12/08/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201711152;07/16/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201708637;04/29/2020 12:00:00 AM;Devonshire ;RECKLESS DRIVING                                        
201709389;05/23/2020 12:00:00 AM;Devonshire ;ROBBERY                                                 
201711604;07/28/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201712293;08/18/2020 12:00:00 AM;Devonshire ;VEHICLE - STOLEN                                        
201715665;11/22/2020 12:00:00 AM;Devonshire ;BURGLARY                                                
201712065;08/10/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201708262;04/10/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201711548;07/25/2020 12:00:00 AM;Devonshire ;EXTORTION                                               
201710759;07/05/2020 12:00:00 AM;Devonshire ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201713093;09/10/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201708628;04/29/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201712614;08/26/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201709090;03/25/2020 12:00:00 AM;Devonshire ;BURGLARY FROM VEHICLE                                   
201705235;01/30/2020 12:00:00 AM;Devonshire ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
201706690;03/02/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201705317;02/02/2020 12:00:00 AM;Devonshire ;ROBBERY                                                 
201708187;04/14/2020 12:00:00 AM;Devonshire ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201704989;01/26/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201713653;09/26/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201708421;04/22/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201700731;06/27/2020 12:00:00 AM;Devonshire ;BURGLARY, ATTEMPTED                                     
201707908;04/02/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201712069;08/09/2020 12:00:00 AM;Devonshire ;OTHER MISCELLANEOUS CRIME                               
201711658;07/24/2020 12:00:00 AM;Devonshire ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201714197;10/12/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201710970;07/10/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201707978;04/05/2020 12:00:00 AM;Devonshire ;BATTERY - SIMPLE ASSAULT                                
201713568;09/23/2020 12:00:00 AM;Devonshire ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201711296;07/19/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201711486;07/23/2020 12:00:00 AM;Devonshire ;THEFT OF IDENTITY                                       
201713047;09/09/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201704637;01/15/2020 12:00:00 AM;Devonshire ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201708754;05/03/2020 12:00:00 AM;Devonshire ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201704824;01/21/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201714444;10/20/2020 12:00:00 AM;Devonshire ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
