DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
201910934;06/14/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201906756;02/24/2020 12:00:00 AM;Mission    ;EXTORTION                                               
201908092;03/23/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201917651;12/03/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201915351;10/06/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201911513;06/28/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201900822;07/04/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201913177;08/11/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201912840;08/02/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201912984;08/06/2020 12:00:00 AM;Mission    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
201908914;04/19/2020 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201911834;07/07/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201904956;01/22/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201915126;10/01/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201914408;09/11/2020 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201910418;05/30/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201904192;01/03/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201917236;11/19/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201905730;02/06/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201909772;05/14/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201917917;12/10/2020 12:00:00 AM;Mission    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
201912467;07/23/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201909458;05/05/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201917785;12/07/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201913089;08/10/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201914243;09/07/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201900005;10/01/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201909063;04/24/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201900653;03/06/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201908982;04/21/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211913771;09/27/2021 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201909785;05/14/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201911101;06/18/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201912774;07/31/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201914439;09/12/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201911587;06/30/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201900829;07/13/2020 12:00:00 AM;Mission    ;DISCHARGE FIREARMS/SHOTS FIRED                          
201918275;12/20/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201908766;04/15/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201917281;11/23/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201915496;10/10/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201913525;08/20/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201914409;09/11/2020 12:00:00 AM;Mission    ;DOCUMENT FORGERY / STOLEN FELONY                        
201913393;08/16/2020 12:00:00 AM;Mission    ;RAPE, FORCIBLE                                          
201905258;01/29/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201908362;04/02/2020 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201909961;05/18/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201913166;08/11/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201914050;09/01/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201907980;03/22/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201908933;04/20/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201907751;03/17/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201914329;09/08/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201908115;03/26/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201907404;03/10/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201915799;10/18/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201915762;10/17/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201912172;07/15/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201905448;01/29/2020 12:00:00 AM;Mission    ;OTHER ASSAULT                                           
201916690;11/08/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201911897;07/08/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201915784;10/17/2020 12:00:00 AM;Mission    ;ARSON                                                   
201904872;01/21/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201918527;12/28/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201917865;11/24/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201911762;07/05/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201907595;03/13/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201917189;11/19/2020 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201905226;01/29/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201912168;07/15/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201914274;09/08/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201916877;11/13/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201916107;10/24/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201912751;07/30/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201916878;11/13/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201917274;11/23/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201908290;04/01/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201916629;11/07/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201916599;11/05/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201914242;09/07/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201915710;10/15/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201911384;06/25/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201909724;05/13/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201906543;02/21/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201917836;12/08/2020 12:00:00 AM;Mission    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201912315;07/19/2020 12:00:00 AM;Mission    ;BATTERY POLICE (SIMPLE)                                 
201906679;02/24/2020 12:00:00 AM;Mission    ;THEFT, PERSON                                           
201908178;03/27/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201908100;03/25/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201916324;10/29/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201916254;10/28/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201917015;11/17/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201908802;04/16/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201916296;10/28/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201917192;11/22/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201908530;04/07/2020 12:00:00 AM;Mission    ;THEFT, PERSON                                           
201912555;07/22/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201907895;03/21/2020 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201911034;06/16/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201908233;03/30/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201909537;05/07/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201916518;11/04/2020 12:00:00 AM;Mission    ;CHILD NEGLECT (SEE 300 W.I.C.)                          
201916244;10/27/2020 12:00:00 AM;Mission    ;BUNCO, PETTY THEFT                                      
201918437;12/25/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211911328;07/16/2021 12:00:00 AM;Mission    ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
201907221;03/05/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201908716;04/13/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201906165;02/13/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201906947;02/29/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201912893;08/04/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201917147;11/20/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201914235;09/07/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201912889;08/03/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201906601;02/23/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201910024;05/19/2020 12:00:00 AM;Mission    ;DOCUMENT FORGERY / STOLEN FELONY                        
201913870;08/28/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201911785;07/06/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201908249;03/30/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201917344;11/25/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201906169;02/11/2020 12:00:00 AM;Mission    ;DOCUMENT WORTHLESS ($200 & UNDER)                       
201918481;12/27/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201912271;07/19/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201917130;11/19/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201907027;03/01/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201908685;04/13/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201907235;03/06/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201908098;03/26/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201911854;07/03/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201914271;09/08/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201913195;08/12/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201913293;08/14/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201912761;07/31/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201913553;08/20/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201917661;12/03/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201917881;12/09/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201916964;11/16/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201907148;03/04/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201904852;01/20/2020 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201914357;09/10/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201907165;03/05/2020 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201905795;02/07/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201907204;03/05/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201917392;11/26/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201916038;10/23/2020 12:00:00 AM;Mission    ;BUNCO, GRAND THEFT                                      
201907974;03/23/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201913355;08/16/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201912805;08/01/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201909213;04/28/2020 12:00:00 AM;Mission    ;TRESPASSING                                             
201915982;10/19/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201915177;10/01/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201910890;06/13/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201908219;02/17/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201908791;04/16/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201904348;01/08/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201907179;03/02/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201908842;04/18/2020 12:00:00 AM;Mission    ;BURGLARY, ATTEMPTED                                     
201916355;10/29/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201917482;11/29/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201917720;12/05/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201908034;03/23/2020 12:00:00 AM;Mission    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201913044;08/06/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201910478;06/02/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201913570;08/22/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201910879;06/11/2020 12:00:00 AM;Mission    ;EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)                
201910401;05/28/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201916886;11/14/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201906577;02/22/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201913845;08/27/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201907932;03/22/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201907329;03/08/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201906727;02/25/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201913134;08/11/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201905663;02/05/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201916125;10/26/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201911177;06/20/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201917809;12/07/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201906209;02/15/2020 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201908019;03/24/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201918093;12/15/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201911011;06/16/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201916586;11/05/2020 12:00:00 AM;Mission    ;BUNCO, PETTY THEFT                                      
201918207;12/19/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201916182;10/26/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201906578;02/22/2020 12:00:00 AM;Mission    ;OTHER ASSAULT                                           
201907517;03/12/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201914660;09/16/2020 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201905061;01/25/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201917633;12/02/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201907201;03/05/2020 12:00:00 AM;Mission    ;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ
201917000;11/16/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201915176;09/30/2020 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201909066;04/24/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201910448;05/31/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201914625;09/17/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201910060;05/21/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201911805;07/06/2020 12:00:00 AM;Mission    ;INDECENT EXPOSURE                                       
201904450;01/10/2020 12:00:00 AM;Mission    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201913284;08/15/2020 12:00:00 AM;Mission    ;EXTORTION                                               
201909631;05/10/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201915212;10/02/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201915951;10/21/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201904457;01/11/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201918586;12/30/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201906225;02/15/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201911141;06/19/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201909674;05/11/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201907097;03/03/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201907612;03/13/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201915903;10/20/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201914343;09/09/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201917963;12/11/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201916907;11/14/2020 12:00:00 AM;Mission    ;DOCUMENT FORGERY / STOLEN FELONY                        
201907013;02/29/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201905944;02/10/2020 12:00:00 AM;Mission    ;BATTERY POLICE (SIMPLE)                                 
201914686;09/14/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201906355;02/18/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201913794;08/25/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201918470;12/26/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201906342;02/17/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201913708;08/24/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201915867;10/18/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201905126;01/26/2020 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201900705;03/27/2020 12:00:00 AM;Mission    ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             
201914126;09/03/2020 12:00:00 AM;Mission    ;LEWD CONDUCT                                            
201907669;03/16/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201915763;10/17/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201909914;05/17/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201910944;06/15/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201917275;11/23/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201904958;01/22/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201916579;11/05/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201906683;02/24/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201912844;08/02/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201900566;01/22/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201904758;01/17/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201914229;09/06/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201904549;01/13/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
211913125;09/10/2021 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201904891;01/21/2020 12:00:00 AM;Mission    ;BURGLARY, ATTEMPTED                                     
201907150;03/04/2020 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201904510;01/12/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201912745;07/29/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201915529;10/11/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201916076;10/25/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201911178;06/20/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201916258;10/28/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201914899;09/25/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201910907;06/13/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201907897;03/21/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201918175;12/17/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201912404;07/22/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201910605;06/06/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201912342;07/20/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201918488;12/24/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201905560;02/04/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201905867;02/07/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201915786;10/17/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201915464;10/07/2020 12:00:00 AM;Mission    ;BURGLARY                                                
211906548;03/13/2021 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201913861;08/26/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
211907815;04/19/2021 12:00:00 AM;Mission    ;BUNCO, GRAND THEFT                                      
201907822;03/18/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201913760;08/25/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201906160;02/13/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201917170;11/21/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201911660;07/02/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201916298;10/28/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201912880;08/03/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201916562;11/01/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201916251;10/27/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201910359;05/28/2020 12:00:00 AM;Mission    ;DOCUMENT FORGERY / STOLEN FELONY                        
201910084;05/22/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201916829;11/12/2020 12:00:00 AM;Mission    ;TRESPASSING                                             
201900576;01/29/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201916913;11/14/2020 12:00:00 AM;Mission    ;VIOLATION OF COURT ORDER                                
201909378;05/02/2020 12:00:00 AM;Mission    ;SHOTS FIRED AT INHABITED DWELLING                       
201910749;06/10/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201909463;05/05/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201905370;01/30/2020 12:00:00 AM;Mission    ;BUNCO, PETTY THEFT                                      
201910621;06/07/2020 12:00:00 AM;Mission    ;VEHICLE - ATTEMPT STOLEN                                
